"date","race","total votes","total refunds","source"
2020-06-29,2,191476,0,"https://www.nankankeiba.com/odds/202006290306030201.do"
2020-06-29,3,187082,0,"https://www.nankankeiba.com/odds/202006290306030301.do"
2020-06-29,4,186212,0,"https://www.nankankeiba.com/odds/202006290306030401.do"
2020-06-29,5,219864,0,"https://www.nankankeiba.com/odds/202006290306030501.do"
2020-06-29,6,312946,0,"https://www.nankankeiba.com/odds/202006290306030601.do"
2020-06-29,7,317893,2953,"https://www.nankankeiba.com/odds/202006290306030701.do"
2020-06-29,8,477781,0,"https://www.nankankeiba.com/odds/202006290306030801.do"
2020-06-29,9,623537,0,"https://www.nankankeiba.com/odds/202006290306030901.do"
2020-06-29,10,802865,0,"https://www.nankankeiba.com/odds/202006290306031001.do"
2020-06-29,11,938514,0,"https://www.nankankeiba.com/odds/202006290306031101.do"
2020-06-29,12,,,""
2020-07-04,1,116626,0,"https://www.nankankeiba.com/odds/202007040306040101.do"
2020-07-04,2,102762,0,"https://www.nankankeiba.com/odds/202007040306040201.do"
2020-07-04,3,134237,0,"https://www.nankankeiba.com/odds/202007040306040301.do"
2020-07-04,4,153394,3845,"https://www.nankankeiba.com/odds/202007040306040401.do"
2020-07-04,5,243582,0,"https://www.nankankeiba.com/odds/202007040306040501.do"
2020-07-04,6,240386,0,"https://www.nankankeiba.com/odds/202007040306040601.do"
2020-07-04,7,231949,0,"https://www.nankankeiba.com/odds/202007040306040701.do"
2020-07-04,8,279225,0,"https://www.nankankeiba.com/odds/202007040306040801.do"
2020-07-04,9,383009,0,"https://www.nankankeiba.com/odds/202007040306040901.do"
2020-07-04,10,406178,0,"https://www.nankankeiba.com/odds/202007040306041001.do"
2020-07-04,11,488505,0,"https://www.nankankeiba.com/odds/202007040306041101.do"
2020-07-04,12,,,""
2020-07-05,1,92275,0,"https://www.nankankeiba.com/odds/202007050306050101.do"
2020-07-05,2,102214,0,"https://www.nankankeiba.com/odds/202007040306040201.do"
2020-07-05,3,88619,0,"https://www.nankankeiba.com/odds/202007040306040301.do"
2020-07-05,4,122793,0,"https://www.nankankeiba.com/odds/202007040306040401.do"
2020-07-05,5,184189,0,"https://www.nankankeiba.com/odds/202007040306040501.do"
2020-07-05,6,203906,0,"https://www.nankankeiba.com/odds/202007040306040601.do"
2020-07-05,7,250513,0,"https://www.nankankeiba.com/odds/202007040306040701.do"
2020-07-05,8,311034,0,"https://www.nankankeiba.com/odds/202007040306040801.do"
2020-07-05,9,389454,0,"https://www.nankankeiba.com/odds/202007040306040901.do"
2020-07-05,10,604117,0,"https://www.nankankeiba.com/odds/202007050306051001.do"
2020-07-05,11,452329,0,"https://www.nankankeiba.com/odds/202007050306051101.do"
2020-07-05,12,,,""
2020-07-06,1,151020,0,"https://www.nankankeiba.com/odds/202007060306060101.do"
2020-07-06,2,192983,0,"https://www.nankankeiba.com/odds/202007060306060201.do"
2020-07-06,3,199998,0,"https://www.nankankeiba.com/odds/202007060306060301.do"
2020-07-06,4,202822,0,"https://www.nankankeiba.com/odds/202007060306060401.do"
2020-07-06,5,212852,0,"https://www.nankankeiba.com/odds/202007060306060501.do"
2020-07-06,6,247647,0,"https://www.nankankeiba.com/odds/202007060306060601.do"
2020-07-06,7,274745,0,"https://www.nankankeiba.com/odds/202007060306060701.do"
2020-07-06,8,314603,0,"https://www.nankankeiba.com/odds/202007060306060801.do"
2020-07-06,9,354140,0,"https://www.nankankeiba.com/odds/202007060306060901.do"
2020-07-06,10,540145,0,"https://www.nankankeiba.com/odds/202007060306061001.do"
2020-07-06,11,582063,0,"https://www.nankankeiba.com/odds/202007060306061101.do"
2020-07-06,12,,,""
2020-07-11,1,117054,0,"https://www.nankankeiba.com/odds/202007110307010101.do"
2020-07-11,2,113005,0,"https://www.nankankeiba.com/odds/202007110307010201.do"
2020-07-11,3,123809,759,"https://www.nankankeiba.com/odds/202007110307010301.do"
2020-07-11,4,161302,0,"https://www.nankankeiba.com/odds/202007110307010401.do"
2020-07-11,5,297996,0,"https://www.nankankeiba.com/odds/202007110307010501.do"
2020-07-11,6,223064,0,"https://www.nankankeiba.com/odds/202007110307010601.do"
2020-07-11,7,243511,0,"https://www.nankankeiba.com/odds/202007110307010701.do"
2020-07-11,8,327408,0,"https://www.nankankeiba.com/odds/202007110307010801.do"
2020-07-11,9,360592,0,"https://www.nankankeiba.com/odds/202007110307010901.do"
2020-07-11,10,453343,0,"https://www.nankankeiba.com/odds/202007110307011001.do"
2020-07-11,11,434670,0,"https://www.nankankeiba.com/odds/202007110307011101.do"
2020-07-11,12,,,""
2020-07-12,1,79894,0,"https://www.nankankeiba.com/odds/202007120307020101.do"
2020-07-12,2,87798,0,"https://www.nankankeiba.com/odds/202007120307020201.do"
2020-07-12,3,102440,0,"https://www.nankankeiba.com/odds/202007120307020301.do"
2020-07-12,4,137049,0,"https://www.nankankeiba.com/odds/202007120307020401.do"
2020-07-12,5,218197,0,"https://www.nankankeiba.com/odds/202007120307020501.do"
2020-07-12,6,266969,0,"https://www.nankankeiba.com/odds/202007120307020601.do"
2020-07-12,7,215923,0,"https://www.nankankeiba.com/odds/202007120307020701.do"
2020-07-12,8,254775,0,"https://www.nankankeiba.com/odds/202007120307020801.do"
2020-07-12,9,415867,0,"https://www.nankankeiba.com/odds/202007120307020901.do"
2020-07-12,10,501949,0,"https://www.nankankeiba.com/odds/202007120307021001.do"
2020-07-12,11,488579,0,"https://www.nankankeiba.com/odds/202007120307021101.do"
2020-07-12,12,,,""
2020-07-13,1,182908,0,"https://www.nankankeiba.com/odds/202007130307030101.do"
2020-07-13,2,168747,0,"https://www.nankankeiba.com/odds/202007130307030201.do"
2020-07-13,3,200599,0,"https://www.nankankeiba.com/odds/202007130307030301.do"
2020-07-13,4,201515,0,"https://www.nankankeiba.com/odds/202007130307030401.do"
2020-07-13,5,203958,0,"https://www.nankankeiba.com/odds/202007130307030501.do"
2020-07-13,6,184535,0,"https://www.nankankeiba.com/odds/202007130307030601.do"
2020-07-13,7,202418,0,"https://www.nankankeiba.com/odds/202007130307030701.do"
2020-07-13,8,209063,0,"https://www.nankankeiba.com/odds/202007130307030801.do"
2020-07-13,9,459704,0,"https://www.nankankeiba.com/odds/202007130307030901.do"
2020-07-13,10,383121,0,"https://www.nankankeiba.com/odds/202007130307031001.do"
2020-07-13,11,506408,0,"https://www.nankankeiba.com/odds/202007130307031101.do"
2020-07-13,12,537296,0,"https://www.nankankeiba.com/odds/202007130307031201.do"
2020-07-18,1,92555,0,"https://www.nankankeiba.com/odds/202007180307040101.do"
2020-07-18,2,102430,0,"https://www.nankankeiba.com/odds/202007180307040201.do"
2020-07-18,3,108120,0,"https://www.nankankeiba.com/odds/202007180307040301.do"
2020-07-18,4,130354,0,"https://www.nankankeiba.com/odds/202007180307040401.do"
2020-07-18,5,164234,0,"https://www.nankankeiba.com/odds/202007180307040501.do"
2020-07-18,6,177762,0,"https://www.nankankeiba.com/odds/202007180307040601.do"
2020-07-18,7,233695,0,"https://www.nankankeiba.com/odds/202007180307040701.do"
2020-07-18,8,212462,0,"https://www.nankankeiba.com/odds/202007180307040801.do"
2020-07-18,9,250380,0,"https://www.nankankeiba.com/odds/202007180307040901.do"
2020-07-18,10,366496,0,"https://www.nankankeiba.com/odds/202007180307041001.do"
2020-07-18,11,407802,0,"https://www.nankankeiba.com/odds/202007180307041101.do"
2020-07-18,12,,,""
2020-07-19,1,88724,0,"https://www.nankankeiba.com/odds/202007190307050101.do"
2020-07-19,2,104674,0,"https://www.nankankeiba.com/odds/202007190307050201.do"
2020-07-19,3,97783,0,"https://www.nankankeiba.com/odds/202007190307050301.do"
2020-07-19,4,113813,0,"https://www.nankankeiba.com/odds/202007190307050401.do"
2020-07-19,5,165016,0,"https://www.nankankeiba.com/odds/202007190307050501.do"
2020-07-19,6,230035,0,"https://www.nankankeiba.com/odds/202007190307050601.do"
2020-07-19,7,235815,0,"https://www.nankankeiba.com/odds/202007190307050701.do"
2020-07-19,8,272864,0,"https://www.nankankeiba.com/odds/202007190307050801.do"
2020-07-19,9,263431,0,"https://www.nankankeiba.com/odds/202007190307050901.do"
2020-07-19,10,593835,0,"https://www.nankankeiba.com/odds/202007190307051001.do"
2020-07-19,11,389352,0,"https://www.nankankeiba.com/odds/202007190307051101.do"
2020-07-19,12,,,""
2020-07-20,1,147500,0,"https://www.nankankeiba.com/odds/202007200307060101.do"
2020-07-20,2,159686,0,"https://www.nankankeiba.com/odds/202007200307060201.do"
2020-07-20,3,163056,0,"https://www.nankankeiba.com/odds/202007200307060301.do"
2020-07-20,4,161007,0,"https://www.nankankeiba.com/odds/202007200307060401.do"
2020-07-20,5,151941,0,"https://www.nankankeiba.com/odds/202007200307060501.do"
2020-07-20,6,126401,0,"https://www.nankankeiba.com/odds/202007200307060601.do"
2020-07-20,7,150948,0,"https://www.nankankeiba.com/odds/202007200307060701.do"
2020-07-20,8,200778,0,"https://www.nankankeiba.com/odds/202007200307060801.do"
2020-07-20,9,335418,0,"https://www.nankankeiba.com/odds/202007200307060901.do"
2020-07-20,10,335418,0,"https://www.nankankeiba.com/odds/202007200307061001.do"
2020-07-20,11,492636,0,"https://www.nankankeiba.com/odds/202007200307061101.do"
2020-07-20,12,566376,0,"https://www.nankankeiba.com/odds/202007200307061201.do"
2020-07-25,1,129894,0,"https://www.nankankeiba.com/odds/202007250308010101.do"
2020-07-25,2,154047,0,"https://www.nankankeiba.com/odds/202007250308010201.do"
2020-07-25,3,152913,0,"https://www.nankankeiba.com/odds/202007250308010301.do"
2020-07-25,4,178837,0,"https://www.nankankeiba.com/odds/202007250308010401.do"
2020-07-25,5,292326,0,"https://www.nankankeiba.com/odds/202007250308010501.do"
2020-07-25,6,280508,0,"https://www.nankankeiba.com/odds/202007250308010601.do"
2020-07-25,7,317519,0,"https://www.nankankeiba.com/odds/202007250308010701.do"
2020-07-25,8,309646,5263,"https://www.nankankeiba.com/odds/202007250308010801.do"
2020-07-25,9,332958,0,"https://www.nankankeiba.com/odds/202007250308010901.do"
2020-07-25,10,479961,0,"https://www.nankankeiba.com/odds/202007250308011001.do"
2020-07-25,11,492065,0,"https://www.nankankeiba.com/odds/202007250308011101.do"
2020-07-25,12,,0,""
2020-07-26,1,104840,0,"https://www.nankankeiba.com/odds/202007260308020101.do"
2020-07-26,2,108456,0,"https://www.nankankeiba.com/odds/202007260308020201.do"
2020-07-26,3,133763,0,"https://www.nankankeiba.com/odds/202007260308020301.do"
2020-07-26,4,205335,0,"https://www.nankankeiba.com/odds/202007260308020401.do"
2020-07-26,5,286860,0,"https://www.nankankeiba.com/odds/202007260308020501.do"
2020-07-26,6,334479,0,"https://www.nankankeiba.com/odds/202007260308020601.do"
2020-07-26,7,306341,0,"https://www.nankankeiba.com/odds/202007260308020701.do"
2020-07-26,8,345197,0,"https://www.nankankeiba.com/odds/202007260308020801.do"
2020-07-26,9,426865,0,"https://www.nankankeiba.com/odds/202007260308020901.do"
2020-07-26,10,603141,0,"https://www.nankankeiba.com/odds/202007260308021001.do"
2020-07-26,11,503959,0,"https://www.nankankeiba.com/odds/202007260308021101.do"
2020-07-26,12,,,""
2020-07-27,1,122052,0,"https://www.nankankeiba.com/odds/202007270308030101.do"
2020-07-27,2,146201,0,"https://www.nankankeiba.com/odds/202007270308030201.do"
2020-07-27,3,150822,0,"https://www.nankankeiba.com/odds/202007270308030301.do"
2020-07-27,4,181451,0,"https://www.nankankeiba.com/odds/202007270308030401.do"
2020-07-27,5,231999,0,"https://www.nankankeiba.com/odds/202007270308030501.do"
2020-07-27,6,172571,0,"https://www.nankankeiba.com/odds/202007270308030601.do"
2020-07-27,7,335727,0,"https://www.nankankeiba.com/odds/202007270308030701.do"
2020-07-27,8,329823,0,"https://www.nankankeiba.com/odds/202007270308030801.do"
2020-07-27,9,464387,0,"https://www.nankankeiba.com/odds/202007270308030901.do"
2020-07-27,10,638577,0,"https://www.nankankeiba.com/odds/202007270308031001.do"
2020-07-27,11,729561,0,"https://www.nankankeiba.com/odds/202007270308031101.do"
2020-07-27,12,864755,0,"https://www.nankankeiba.com/odds/202007270308031201.do"
2020-08-01,1,108147,0,"https://www.nankankeiba.com/odds/202008010308040101.do"
2020-08-01,2,114704,0,"https://www.nankankeiba.com/odds/202008010308040201.do"
2020-08-01,3,132188,0,"https://www.nankankeiba.com/odds/202008010308040301.do"
2020-08-01,4,183310,0,"https://www.nankankeiba.com/odds/202008010308040401.do"
2020-08-01,5,215171,0,"https://www.nankankeiba.com/odds/202008010308040501.do"
2020-08-01,6,261127,0,"https://www.nankankeiba.com/odds/202008010308040601.do"
2020-08-01,7,272191,0,"https://www.nankankeiba.com/odds/202008010308040701.do"
2020-08-01,8,340792,0,"https://www.nankankeiba.com/odds/202008010308040801.do"
2020-08-01,9,338275,0,"https://www.nankankeiba.com/odds/202008010308040901.do"
2020-08-01,10,494523,0,"https://www.nankankeiba.com/odds/202008010308041001.do"
2020-08-01,11,484714,0,"https://www.nankankeiba.com/odds/202008010308041101.do"
2020-08-01,12,,0,""
2020-08-02,1,91769,0,"https://www.nankankeiba.com/odds/202008020308050101.do"
2020-08-02,2,117194,0,"https://www.nankankeiba.com/odds/202008020308050201.do"
2020-08-02,3,127273,0,"https://www.nankankeiba.com/odds/202008020308050301.do"
2020-08-02,4,153399,0,"https://www.nankankeiba.com/odds/202008020308050401.do"
2020-08-02,5,243079,0,"https://www.nankankeiba.com/odds/202008020308050501.do"
2020-08-02,6,238434,0,"https://www.nankankeiba.com/odds/202008020308050601.do"
2020-08-02,7,294905,0,"https://www.nankankeiba.com/odds/202008020308050701.do"
2020-08-02,8,535889,0,"https://www.nankankeiba.com/odds/202008020308050801.do"
2020-08-02,9,629515,0,"https://www.nankankeiba.com/odds/202008020308050901.do"
2020-08-02,10,1058065,0,"https://www.nankankeiba.com/odds/202008020308051001.do"
2020-08-02,11,880435,0,"https://www.nankankeiba.com/odds/202008020308051101.do"
2020-08-02,12,,0,""
2020-08-3,1,161080,0,"https://www.nankankeiba.com/odds/202008030308060101.do"
2020-08-3,2,178707,0,"https://www.nankankeiba.com/odds/202008030308060201.do"
2020-08-3,3,190276,0,"https://www.nankankeiba.com/odds/202008030308060301.do"
2020-08-3,4,199514,0,"https://www.nankankeiba.com/odds/202008030308060401.do"
2020-08-3,5,207130,0,"https://www.nankankeiba.com/odds/202008030308060501.do"
2020-08-3,6,210648,0,"https://www.nankankeiba.com/odds/202008030308060601.do"
2020-08-3,7,198173,0,"https://www.nankankeiba.com/odds/202008030308060701.do"
2020-08-3,8,236108,0,"https://www.nankankeiba.com/odds/202008030308060801.do"
2020-08-3,9,283811,0,"https://www.nankankeiba.com/odds/202008030308060901.do"
2020-08-3,10,385314,0,"https://www.nankankeiba.com/odds/202008030308061001.do"
2020-08-3,11,521288,0,"https://www.nankankeiba.com/odds/202008030308061101.do"
2020-08-3,12,567272,0,"https://www.nankankeiba.com/odds/202008030308061201.do"
